,Disease Code,Disease,Symptom Code,Symptom,Weight,Noise
885,C0004610,bacteremia,none,pleuritic pain,0.3,0.03
886,C0004610,bacteremia,none,decreased translucency,0.3,0.03
887,C0004610,bacteremia,none,pallor,0.6,0.03
888,C0035078,failure kidney,none,orthopnea,0.6,0.03
889,C0035078,failure kidney,none,oliguria,0.6,0.03
890,C0035078,failure kidney,none,slowing of urinary stream,0.6,0.03
891,C0035078,failure kidney,none,extreme exhaustion,0.6,0.03
892,C0035078,failure kidney,none,unresponsiveness,0.3,0.03
893,C0035078,failure kidney,none,hypotension,0.6,0.03
894,C0035078,failure kidney,none,enuresis,0.3,0.03
895,C0035078,failure kidney,none,shortness of breath,0.9,0.03
896,C0035078,failure kidney,none,haemorrhage,0.3,0.03
897,C0035078,failure kidney,none,prostatism,0.3,0.03
898,C0035078,failure kidney,none,no status change,0.3,0.03
899,C0035078,failure kidney,none,bedridden,0.6,0.03
900,C0035078,failure kidney,none,bedridden,0.6,0.03
901,C0035078,failure kidney,none,fatigue,0.9,0.03
902,C0002895,sickle cell anemia,none,breakthrough pain,0.6,0.03
903,C0002895,sickle cell anemia,none,pain back,0.6,0.03
904,C0002895,sickle cell anemia,none,pain,0.9,0.03
905,C0002895,sickle cell anemia,none,shortness of breath,0.6,0.03
906,C0002895,sickle cell anemia,none,snuffle,0.3,0.03
907,C0002895,sickle cell anemia,none,pain chest,0.6,0.03
908,C0002895,sickle cell anemia,none,pain abdominal,0.6,0.03
909,C0002895,sickle cell anemia,none,hepatosplenomegaly,0.3,0.03
910,C0002895,sickle cell anemia,none,green sputum,0.3,0.03
911,C0002895,sickle cell anemia,none,apyrexial,0.3,0.03
912,C0002895,sickle cell anemia,none,headache,0.6,0.03
913,C0018801,failure heart,none,orthopnea,0.6,0.03
914,C0018801,failure heart,none,fatigue,0.9,0.03
915,C0018801,failure heart,none,dyspnea on exertion,0.9,0.03
916,C0018801,failure heart,none,dyspnea,0.9,0.03
917,C0018801,failure heart,none,shortness of breath,0.9,0.03
918,C0018801,failure heart,none,pansystolic murmur,0.6,0.03
919,C0018801,failure heart,none,jugular venous distention,0.6,0.03
920,C0018801,failure heart,none,systolic ejection murmur,0.6,0.03
921,C0018801,failure heart,none,hypotension,0.6,0.03
922,C0018801,failure heart,none,angina pectoris,0.6,0.03
923,C0018801,failure heart,none,hypokinesia,0.6,0.03
924,C0041912,upper respiratory infection,none,cough,0.9,0.03
925,C0041912,upper respiratory infection,none,throat sore,0.6,0.03
926,C0041912,upper respiratory infection,none,wheezing,0.6,0.03
927,C0041912,upper respiratory infection,none,shortness of breath,0.6,0.03
928,C0041912,upper respiratory infection,none,labored breathing,0.6,0.03
929,C0041912,upper respiratory infection,none,fever,0.9,0.03
930,C0041912,upper respiratory infection,none,stuffy nose,0.6,0.03
931,C0041912,upper respiratory infection,none,non,0.3,0.03
932,C0041912,upper respiratory infection,none,snuffle,0.3,0.03
933,C0041912,upper respiratory infection,none,indifferent mood,0.3,0.03
934,C0041912,upper respiratory infection,none,egophony,0.3,0.03
935,C0041912,upper respiratory infection,none,barking cough,0.3,0.03
936,C0041912,upper respiratory infection,none,polymyalgia,0.3,0.03
937,C0041912,upper respiratory infection,none,pleuritic pain,0.3,0.03
938,C0041912,upper respiratory infection,none,night sweat,0.3,0.03
939,C0041912,upper respiratory infection,none,dyspnea,0.6,0.03
940,C0041912,upper respiratory infection,none,productive cough,0.6,0.03
941,C0041912,upper respiratory infection,none,decreased translucency,0.3,0.03
942,C0041912,upper respiratory infection,none,rhonchus,0.3,0.03
943,C0041912,upper respiratory infection,none,rapid shallow breathing,0.3,0.03
944,C0041912,upper respiratory infection,none,apyrexial,0.3,0.03
945,C0041912,upper respiratory infection,none,noisy respiration,0.3,0.03
946,C0041912,upper respiratory infection,none,nasal discharge present,0.6,0.03
947,C0041912,upper respiratory infection,none,emphysematous change,0.1,0.03
948,C0041912,upper respiratory infection,none,frail,0.3,0.03
949,C0041912,upper respiratory infection,none,cystic lesion,0.1,0.03
950,C0041912,upper respiratory infection,none,symptom aggravating factors,0.3,0.03
951,C0041912,upper respiratory infection,none,hemodynamically stable,0.3,0.03
952,C0019158,hepatitis,none,ascites,0.3,0.03
953,C0019158,hepatitis,none,spontaneous rupture of membranes,0.1,0.03
954,C0019158,hepatitis,none,tachypnea,0.6,0.03
955,C0019158,hepatitis,none,pain abdominal,0.9,0.03
956,C0019158,hepatitis,none,pruritus,0.6,0.03
957,C0019158,hepatitis,none,anorexia,0.6,0.03
958,C0019158,hepatitis,none,transaminitis,0.9,0.03
959,C0019158,hepatitis,none,projectile vomiting,0.3,0.03
960,C0019158,hepatitis,none,chill,0.6,0.03
961,C0019158,hepatitis,none,distress respiratory,0.6,0.03
962,C0019158,hepatitis,none,fever,0.9,0.03
963,C0019158,hepatitis,none,vomiting,0.9,0.03
964,C0020542,hypertension pulmonary,none,shortness of breath,0.9,0.03
965,C0020542,hypertension pulmonary,none,Stahli,0.3,0.03
966,C0020542,hypertension pulmonary,none,heavy legs,0.6,0.03
967,C0020542,hypertension pulmonary,none,breath sounds decreased,0.6,0.03
968,C0020542,hypertension pulmonary,none,neck stiffness,0.3,0.03
969,C0020542,hypertension pulmonary,none,dyspnea on exertion,0.9,0.03
970,C0020542,hypertension pulmonary,none,cyanosis,0.3,0.03
971,C0020542,hypertension pulmonary,none,hypotension,0.1,0.03
972,C0020542,hypertension pulmonary,none,leftatrialhypertrophy,0.3,0.03
973,C0011168,deglutition disorder,none,paresthesia,0.6,0.03
974,C0011168,deglutition disorder,none,titubation,0.3,0.03
975,C0011168,deglutition disorder,none,dysarthria,0.6,0.03
976,C0011168,deglutition disorder,none,painful swallowing,0.6,0.03
977,C0011168,deglutition disorder,none,hoarseness,0.6,0.03
978,C0011168,deglutition disorder,none,stridor,0.3,0.03
979,C0011168,deglutition disorder,none,spasm,0.6,0.03
980,C0011168,deglutition disorder,none,asthenia,0.6,0.03
981,C0011168,deglutition disorder,none,dysdiadochokinesia,0.3,0.03
982,C0011168,deglutition disorder,none,ataxia,0.3,0.03
983,C0011168,deglutition disorder,none,achalasia,0.3,0.03
984,C0011168,deglutition disorder,none,decreased body weight,0.6,0.03
985,C0011168,deglutition disorder,none,stiffness,0.6,0.03
986,C0011168,deglutition disorder,none,lesion,0.3,0.03
987,C0011168,deglutition disorder,none,side pain,0.6,0.03
988,C0018099,gout,none,hot flush,0.6,0.03
989,C0018099,gout,none,pain,0.9,0.03
990,C0018099,gout,none,redness,0.9,0.03
991,C0018099,gout,none,swelling,0.9,0.03
992,C0018099,gout,none,erythema,0.6,0.03
993,C0018099,gout,none,emphysematous change,0.3,0.03
994,C0018099,gout,none,sore to touch,0.6,0.03
995,C0018099,gout,none,hypokinesia,0.3,0.03
996,C0018099,gout,none,ascites,0.1,0.03
997,C0018099,gout,none,patient non compliance,0.3,0.03
998,C0040034,thrombocytopaenia,none,ecchymosis,0.6,0.03
999,C0040034,thrombocytopaenia,none,monocytosis,0.3,0.03
1000,C0040034,thrombocytopaenia,none,posteriorrhinorrhea,0.3,0.03
1001,C0040034,thrombocytopaenia,none,haemorrhage,0.6,0.03
1002,C0040034,thrombocytopaenia,none,tachypnea,0.6,0.03
1003,C0040034,thrombocytopaenia,none,fever,0.9,0.03
1004,C0040034,thrombocytopaenia,none,pruritus,0.3,0.03
1005,C0040034,thrombocytopaenia,none,hypotension,0.1,0.03
1006,C0040034,thrombocytopaenia,none,fatigue,0.6,0.03
1007,C0020615,hypoglycemia,none,unresponsiveness,0.1,0.03
1008,C0020615,hypoglycemia,none,hypothermia,0.3,0.03
1009,C0020615,hypoglycemia,none,incoherent,0.6,0.03
1010,C0020615,hypoglycemia,none,qt interval prolonged,0.3,0.03
1011,C0020615,hypoglycemia,none,lameness,0.1,0.03
1012,C0020615,hypoglycemia,none,claudication,0.1,0.03
1013,C0020615,hypoglycemia,none,unconscious state,0.3,0.03
1014,C0020615,hypoglycemia,none,clammy skin,0.6,0.03
1015,C0020615,hypoglycemia,none,polyuria,0.6,0.03
1016,C0020615,hypoglycemia,none,distress respiratory,0.3,0.03
1017,C0020615,hypoglycemia,none,hypotension,0.3,0.03
1018,C0032290,pneumonia aspiration,none,mediastinal shift,0.3,0.03
1019,C0032290,pneumonia aspiration,none,fever,0.9,0.03
1020,C0032290,pneumonia aspiration,none,clonus,0.3,0.03
1021,C0032290,pneumonia aspiration,none,mental status changes,0.6,0.03
1022,C0032290,pneumonia aspiration,none,decreased translucency,0.3,0.03
1023,C0032290,pneumonia aspiration,none,unresponsiveness,0.1,0.03
1024,C0032290,pneumonia aspiration,none,extreme exhaustion,0.6,0.03
1025,C0032290,pneumonia aspiration,none,stupor,0.3,0.03
1026,C0032290,pneumonia aspiration,none,seizure,0.3,0.03
1027,C0032290,pneumonia aspiration,none,transaminitis,0.3,0.03
1028,C0032290,pneumonia aspiration,none,hemiplegia,0.1,0.03
1029,C0032290,pneumonia aspiration,none,cough,0.9,0.03
1030,C0032290,pneumonia aspiration,none,gurgle,0.3,0.03
1031,C0032290,pneumonia aspiration,none,pain,0.6,0.03
1032,C0032290,pneumonia aspiration,none,diarrhea,0.6,0.03
1033,C0032290,pneumonia aspiration,none,pain abdominal,0.6,0.03
1034,C0009319,colitis,none,fever,0.6,0.03
1035,C0009319,colitis,none,thicken,0.3,0.03
1036,C0009319,colitis,none,green sputum,0.3,0.03
1037,C0009319,colitis,none,vomiting,0.6,0.03
1038,C0009319,colitis,none,nausea and vomiting,0.6,0.03
1039,C0009319,colitis,none,awakening early,0.3,0.03
1040,C0009319,colitis,none,pain,0.6,0.03
1041,C0009319,colitis,none,nausea,0.6,0.03
1042,C0009319,colitis,none,chill,0.3,0.03
1043,C0009319,colitis,none,tenesmus,0.3,0.03
1044,C0009319,colitis,none,urge incontinence,0.3,0.03
1045,C0009319,colitis,none,pain abdominal,0.6,0.03
1046,C0009319,colitis,none,hemodynamically stable,0.3,0.03
1047,C1510475,diverticulosis,none,fecaluria,0.1,0.03
1048,C1510475,diverticulosis,none,constipation,0.6,0.03
1049,C1510475,diverticulosis,none,abscess bacterial,0.3,0.03
1050,C1510475,diverticulosis,none,heme positive,0.3,0.03
1051,C1510475,diverticulosis,none,lightheadedness,0.6,0.03
1052,C1510475,diverticulosis,none,diarrhea,0.6,0.03
1053,C1510475,diverticulosis,none,haemorrhage,0.3,0.03
1054,C1510475,diverticulosis,none,pain,0.9,0.03
1055,C1510475,diverticulosis,none,projectile vomiting,0.3,0.03
1056,C1510475,diverticulosis,none,pneumatouria,0.1,0.03
1057,C1510475,diverticulosis,none,cystic lesion,0.3,0.03
1058,C1510475,diverticulosis,none,anorexia,0.6,0.03
1059,C1510475,diverticulosis,none,nausea,0.9,0.03
1060,C1510475,diverticulosis,none,feeling suicidal,0.1,0.03
1061,C1510475,diverticulosis,none,feeling hopeless,0.3,0.03
1062,C0038663,suicide attempt,none,hallucinations auditory,0.3,0.03
1063,C0038663,suicide attempt,none,sleeplessness,0.6,0.03
1064,C0038663,suicide attempt,none,suicidal,0.3,0.03
1065,C0038663,suicide attempt,none,motor retardation,0.3,0.03
1066,C0038663,suicide attempt,none,weepiness,0.6,0.03
1067,C0038663,suicide attempt,none,unable to concentrate,0.6,0.03
1068,C0038663,suicide attempt,none,todd paralysis,0.1,0.03
1069,C0038663,suicide attempt,none,worry,0.9,0.03
1070,C0038663,suicide attempt,none,fatigue,0.9,0.03
1071,C0038663,suicide attempt,none,tremor,0.3,0.03
1072,C0038663,suicide attempt,none,alcoholic withdrawal symptoms,0.3,0.03
1073,C0038663,suicide attempt,none,agitation,0.6,0.03
1074,C0038663,suicide attempt,none,unresponsiveness,0.3,0.03
1075,C0038663,suicide attempt,none,blackout,0.3,0.03
1076,C0038663,suicide attempt,none,withdraw,0.6,0.03
1077,C0038663,suicide attempt,none,difficulty,0.6,0.03
1078,C0038663,suicide attempt,none,irritable mood,0.9,0.03
1079,C0038663,suicide attempt,none,sensory discomfort,0.3,0.03
1080,C0038663,suicide attempt,none,drowsiness,0.6,0.03
1081,C0038663,suicide attempt,none,formication,0.1,0.03
1082,C0038663,suicide attempt,none,unconscious state,0.3,0.03
1083,C0038663,suicide attempt,none,fever,0.3,0.03
1084,C0038663,suicide attempt,none,cough,0.6,0.03
1085,C0032305,Pneumocystiscariniipneumonia,none,yellow sputum,0.6,0.03
1086,C0032305,Pneumocystiscariniipneumonia,none,cachexia,0.6,0.03
1087,C0032305,Pneumocystiscariniipneumonia,none,chill,0.6,0.03
1088,C0032305,Pneumocystiscariniipneumonia,none,decreased body weight,0.6,0.03
1089,C0032305,Pneumocystiscariniipneumonia,none,productive cough,0.9,0.03
1090,C0032305,Pneumocystiscariniipneumonia,none,myalgia,0.6,0.03
1091,C0032305,Pneumocystiscariniipneumonia,none,diarrhea,0.3,0.03
1092,C0032305,Pneumocystiscariniipneumonia,none,neck stiffness,0.3,0.03
1093,C0032305,Pneumocystiscariniipneumonia,none,hacking cough,0.6,0.03
1094,C0032305,Pneumocystiscariniipneumonia,none,dyspareunia,0.1,0.03
1095,C0032305,Pneumocystiscariniipneumonia,none,hypokalemia,0.3,0.03
1096,C0032305,Pneumocystiscariniipneumonia,none,dyspnea on exertion,0.9,0.03
1097,C0032305,Pneumocystiscariniipneumonia,none,poor dentition,0.3,0.03
1098,C0032305,Pneumocystiscariniipneumonia,none,transaminitis,0.3,0.03
1099,C0032305,Pneumocystiscariniipneumonia,none,non,0.3,0.03
1100,C0032305,Pneumocystiscariniipneumonia,none,headache,0.6,0.03
1101,C0032305,Pneumocystiscariniipneumonia,none,floppy,0.1,0.03
1102,C0032305,Pneumocystiscariniipneumonia,none,spontaneous rupture of membranes,0.1,0.03
1103,C0019163,hepatitis B,none,inappropriate affect,0.3,0.03
1104,C0019163,hepatitis B,none,tachypnea,0.6,0.03
1105,C0019163,hepatitis B,none,yellow sputum,0.3,0.03
1106,C0019163,hepatitis B,none,projectile vomiting,0.1,0.03
1107,C0019163,hepatitis B,none,poor feeding,0.6,0.03
1108,C0019163,hepatitis B,none,pain abdominal,0.6,0.03
1109,C0019163,hepatitis B,none,abdominal tenderness,0.6,0.03
1110,C0019163,hepatitis B,none,wheelchair bound,0.1,0.03
1111,C0019163,hepatitis B,none,moan,0.3,0.03
1112,C0030567,parkinson disease,none,achalasia,0.1,0.03
1113,C0030567,parkinson disease,none,fall,0.6,0.03
1114,C0030567,parkinson disease,none,stiffness,0.9,0.03
1115,C0030567,parkinson disease,none,withdraw,0.3,0.03
1116,C0030567,parkinson disease,none,agitation,0.6,0.03
1117,C0030567,parkinson disease,none,hemiplegia,0.3,0.03
1118,C0030567,parkinson disease,none,difficulty,0.6,0.03
1119,C0030567,parkinson disease,none,unresponsiveness,0.3,0.03
1120,C0030567,parkinson disease,none,syncope,0.3,0.03
1121,C0030567,parkinson disease,none,facial paresis,0.3,0.03
1122,C0030567,parkinson disease,none,orthostasis,0.3,0.03
1123,C0030567,parkinson disease,none,worry,0.6,0.03
1124,C0030567,parkinson disease,none,drowsiness,0.6,0.03
1125,C0030567,parkinson disease,none,sleepy,0.6,0.03
1126,C0030567,parkinson disease,none,hematuria,0.3,0.03
1127,C0030567,parkinson disease,none,tremor,0.9,0.03
1128,C0030567,parkinson disease,none,night sweat,0.3,0.03
1129,C0030567,parkinson disease,none,mass of body structure,0.3,0.03
1130,C0024299,lymphoma,none,lesion,0.6,0.03
1131,C0024299,lymphoma,none,fever,0.9,0.03
1132,C0024299,lymphoma,none,welt,0.3,0.03
1133,C0024299,lymphoma,none,transaminitis,0.3,0.03
1134,C0024299,lymphoma,none,decreased body weight,0.6,0.03
1135,C0024299,lymphoma,none,ataxia,0.1,0.03
1136,C0024299,lymphoma,none,tinnitus,0.1,0.03
1137,C0024299,lymphoma,none,hydropneumothorax,0.1,0.03
1138,C0024299,lymphoma,none,superimposition,0.3,0.03
1139,C0024299,lymphoma,none,haemoptysis,0.3,0.03
1140,C0024299,lymphoma,none,fatigue,0.9,0.03
1141,C0024299,lymphoma,none,tired,0.9,0.03
1142,C0024299,lymphoma,none,polydypsia,0.3,0.03
1143,C0024299,lymphoma,none,difficulty passing urine,0.6,0.03
1144,C0020456,hyperglycemia,none,sore to touch,0.3,0.03
1145,C0020456,hyperglycemia,none,pruritus,0.3,0.03
1146,C0020456,hyperglycemia,none,feeling strange,0.3,0.03
1147,C0020456,hyperglycemia,none,pustule,0.3,0.03
1148,C0020456,hyperglycemia,none,cushingoid facies,0.3,0.03
1149,C0020456,hyperglycemia,none,cushingoidhabitus,0.3,0.03
1150,C0020456,hyperglycemia,none,decreased body weight,0.6,0.03
1151,C0020456,hyperglycemia,none,mood depressed,0.6,0.03
1152,C0020456,hyperglycemia,none,estrogen use,0.3,0.03
1153,C0020456,hyperglycemia,none,wheezing,0.3,0.03
1154,C0020456,hyperglycemia,none,ascites,0.3,0.03
1155,C0020456,hyperglycemia,none,seizure,0.3,0.03
1156,C0085584,encephalopathy,none,uncoordination,0.6,0.03
1157,C0085584,encephalopathy,none,asterixis,0.3,0.03
1158,C0085584,encephalopathy,none,haemorrhage,0.1,0.03
1159,C0085584,encephalopathy,none,drowsiness,0.9,0.03
1160,C0085584,encephalopathy,none,sleepy,0.9,0.03
1161,C0085584,encephalopathy,none,absences finding,0.6,0.03
1162,C0085584,encephalopathy,none,posturing,0.3,0.03
1163,C0085584,encephalopathy,none,aura,0.6,0.03
1164,C0085584,encephalopathy,none,tonic seizures,0.3,0.03
1165,C0085584,encephalopathy,none,debilitation,0.6,0.03
1166,C0085584,encephalopathy,none,consciousness clear,0.1,0.03
1167,C0085584,encephalopathy,none,unresponsiveness,0.6,0.03
1168,C0085584,encephalopathy,none,thicken,0.3,0.03
1169,C0085584,encephalopathy,none,hypokinesia,0.6,0.03
1170,C0040961,tricuspid valve insufficiency,none,shortness of breath,0.9,0.03
1171,C0040961,tricuspid valve insufficiency,none,pain,0.6,0.03
1172,C0040961,tricuspid valve insufficiency,none,vomiting,0.3,0.03
1173,C0040961,tricuspid valve insufficiency,none,nausea,0.6,0.03
1174,C0040961,tricuspid valve insufficiency,none,bradycardia,0.3,0.03
1175,C0040961,tricuspid valve insufficiency,none,pain abdominal,0.6,0.03
1176,C0040961,tricuspid valve insufficiency,none,fever,0.6,0.03
1177,C0040961,tricuspid valve insufficiency,none,cicatrisation,0.1,0.03
1178,C0040961,tricuspid valve insufficiency,none,mediastinal shift,0.1,0.03
1179,C0040961,tricuspid valve insufficiency,none,impaired cognition,0.3,0.03
1180,C0002395,Alzheimer,none,drool,0.6,0.03
1181,C0002395,Alzheimer,none,agitation,0.6,0.03
1182,C0002395,Alzheimer,none,nightmare,0.6,0.03
1183,C0002395,Alzheimer,none,rhonchus,0.6,0.03
1184,C0002395,Alzheimer,none,consciousness clear,0.3,0.03
1185,C0002395,Alzheimer,none,pin,0.3,0.03
1186,C0002395,Alzheimer,none,bedridden,0.6,0.03
1187,C0002395,Alzheimer,none,frail,0.6,0.03
1188,C0002395,Alzheimer,none,tremor resting,0.6,0.03
1189,C0002395,Alzheimer,none,hyperkalemia,0.3,0.03
1190,C0002395,Alzheimer,none,facial paresis,0.3,0.03
1191,C0002395,Alzheimer,none,groggy,0.6,0.03
1192,C0002395,Alzheimer,none,muscle twitch,0.6,0.03
1193,C0002395,Alzheimer,none,wheelchair bound,0.6,0.03
1194,C0002395,Alzheimer,none,tremor,0.6,0.03
1195,C0002395,Alzheimer,none,cough,0.6,0.03
1196,C0002395,Alzheimer,none,fever,0.3,0.03
1197,C0006840,candidiasis or oralcandidiasis,none,diarrhea,0.6,0.03
1198,C0006840,candidiasis or oralcandidiasis,none,throat sore,0.9,0.03
1199,C0006840,candidiasis or oralcandidiasis,none,decreased body weight,0.6,0.03
1200,C0006840,candidiasis or oralcandidiasis,none,chill,0.6,0.03
1201,C0006840,candidiasis or oralcandidiasis,none,headache,0.6,0.03
1202,C0006840,candidiasis or oralcandidiasis,none,abdominal tenderness,0.6,0.03
1203,C0006840,candidiasis or oralcandidiasis,none,patient non compliance,0.3,0.03
1204,C0006840,candidiasis or oralcandidiasis,none,photophobia,0.3,0.03
1205,C0006840,candidiasis or oralcandidiasis,none,night sweat,0.3,0.03
1206,C0006840,candidiasis or oralcandidiasis,none,painful swallowing,0.9,0.03
1207,C0006840,candidiasis or oralcandidiasis,none,poor dentition,0.3,0.03
1208,C0006840,candidiasis or oralcandidiasis,none,transaminitis,0.3,0.03
1209,C0006840,candidiasis or oralcandidiasis,none,non,0.3,0.03
1210,C0006840,candidiasis or oralcandidiasis,none,adverse reaction,0.1,0.03
1211,C0006840,candidiasis or oralcandidiasis,none,adverse effect,0.1,0.03
1212,C0006840,candidiasis or oralcandidiasis,none,abdominal bloating,0.6,0.03
1213,C0442874,neuropathy,none,asthenia,0.6,0.03
1214,C0442874,neuropathy,none,numbness,0.6,0.03
1215,C0442874,neuropathy,none,nausea and vomiting,0.6,0.03
1216,C0442874,neuropathy,none,awakening early,0.3,0.03
1217,C0442874,neuropathy,none,hydropneumothorax,0.1,0.03
1218,C0442874,neuropathy,none,superimposition,0.3,0.03
1219,C0442874,neuropathy,none,fatigability,0.6,0.03
1220,C0442874,neuropathy,none,tenesmus,0.3,0.03
1221,C0442874,neuropathy,none,pain,0.9,0.03
1222,C0442874,neuropathy,none,slowing of urinary stream,0.3,0.03
1223,C0023267,fibroid tumor,none,para 2,0.3,0.03
1224,C0023267,fibroid tumor,none,haemorrhage,0.3,0.03
1225,C0023267,fibroid tumor,none,abortion,0.3,0.03
1226,C0023267,fibroid tumor,none,intermenstrual heavy bleeding,0.6,0.03
1227,C0023267,fibroid tumor,none,muscle hypotonia,0.3,0.03
1228,C0023267,fibroid tumor,none,hypotonic,0.3,0.03
1229,C0023267,fibroid tumor,none,previous pregnancies 2,0.3,0.03
1230,C0023267,fibroid tumor,none,shortness of breath,0.6,0.03
1231,C0023267,fibroid tumor,none,fever,0.6,0.03
1232,C0023267,fibroid tumor,none,heartburn,0.6,0.03
1233,C0023267,fibroid tumor,none,primigravida,0.3,0.03
1234,C0023267,fibroid tumor,none,abnormally hard consistency,0.3,0.03
1235,C0023267,fibroid tumor,none,proteinemia,0.3,0.03
1236,C0017601,glaucoma,none,fall,0.6,0.03
1237,C0017601,glaucoma,none,distended abdomen,0.3,0.03
1238,C0017601,glaucoma,none,unsteady gait,0.6,0.03
1239,C0017601,glaucoma,none,paresthesia,0.3,0.03
1240,C0017601,glaucoma,none,hyponatremia,0.3,0.03
1241,C0017601,glaucoma,none,agitation,0.3,0.03
1242,C0017601,glaucoma,none,unconscious state,0.1,0.03
1243,C0017601,glaucoma,none,burning sensation,0.3,0.03
1244,C0017601,glaucoma,none,lesion,0.3,0.03
1245,C0017601,glaucoma,none,mass of body structure,0.3,0.03
1246,C0027627,neoplasm metastasis,none,thicken,0.3,0.03
1247,C0027627,neoplasm metastasis,none,tumor cell invasion,0.6,0.03
1248,C0027627,neoplasm metastasis,none,metastatic lesion,0.6,0.03
1249,C0027627,neoplasm metastasis,none,pain neck,0.6,0.03
1250,C0027627,neoplasm metastasis,none,lung nodule,0.6,0.03
1251,C0027627,neoplasm metastasis,none,pain,0.9,0.03
1252,C0027627,neoplasm metastasis,none,pain abdominal,0.6,0.03
1253,C0027627,neoplasm metastasis,none,food intolerance,0.3,0.03
1254,C0027627,neoplasm metastasis,none,mass of body structure,0.6,0.03
1255,C0027627,neoplasm metastasis,none,atypia,0.6,0.03
1256,C0007102,malignant tumor of colon or carcinoma colon,none,lesion,0.6,0.03
1257,C0007102,malignant tumor of colon or carcinoma colon,none,prostatism,0.3,0.03
1258,C0007102,malignant tumor of colon or carcinoma colon,none,constipation,0.6,0.03
1259,C0007102,malignant tumor of colon or carcinoma colon,none,general discomfort,0.6,0.03
1260,C0007102,malignant tumor of colon or carcinoma colon,none,diarrhea,0.6,0.03
1261,C0007102,malignant tumor of colon or carcinoma colon,none,pain abdominal,0.9,0.03
1262,C0007102,malignant tumor of colon or carcinoma colon,none,urinary hesitation,0.3,0.03
1263,C0007102,malignant tumor of colon or carcinoma colon,none,dizzy spells,0.6,0.03
1264,C0007102,malignant tumor of colon or carcinoma colon,none,shooting pain,0.6,0.03
1265,C0007102,malignant tumor of colon or carcinoma colon,none,bradycardia,0.3,0.03
1266,C0007102,malignant tumor of colon or carcinoma colon,none,vomiting,0.6,0.03
1267,C0007102,malignant tumor of colon or carcinoma colon,none,systolic ejection murmur,0.3,0.03
1268,C0007102,malignant tumor of colon or carcinoma colon,none,nausea,0.9,0.03
1269,C0007102,malignant tumor of colon or carcinoma colon,none,hyperemesis,0.3,0.03
1270,C0007102,malignant tumor of colon or carcinoma colon,none,polydypsia,0.3,0.03
1271,C0011880,ketoacidosis diabetic,none,polyuria,0.6,0.03
1272,C0011880,ketoacidosis diabetic,none,vomiting,0.6,0.03
1273,C0011880,ketoacidosis diabetic,none,nausea,0.6,0.03
1274,C0011880,ketoacidosis diabetic,none,pain abdominal,0.6,0.03
1275,C0011880,ketoacidosis diabetic,none,milky,0.3,0.03
1276,C0011880,ketoacidosis diabetic,none,feeling strange,0.3,0.03
1277,C0011880,ketoacidosis diabetic,none,gurgle,0.3,0.03
1278,C0011880,ketoacidosis diabetic,none,nervousness,0.6,0.03
1279,C0011880,ketoacidosis diabetic,none,abdominal tenderness,0.6,0.03
1280,C0011880,ketoacidosis diabetic,none,regurgitates after swallowing,0.3,0.03
1281,C0011880,ketoacidosis diabetic,none,vision blurred,0.6,0.03
1282,C0011880,ketoacidosis diabetic,none,urinary hesitation,0.3,0.03
1283,C0011880,ketoacidosis diabetic,none,diarrhea,0.6,0.03
1284,C0011880,ketoacidosis diabetic,none,seizure,0.1,0.03
1285,C0011880,ketoacidosis diabetic,none,aura,0.3,0.03
1286,C0014549,tonic or tonic,none,drowsiness,0.6,0.03
1287,C0014549,tonic or tonic,none,lip smacking,0.3,0.03
1288,C0014549,tonic or tonic,none,myoclonus,0.3,0.03
1289,C0014549,tonic or tonic,none,tremor,0.6,0.03
1290,C0014549,tonic or tonic,none,phonophobia,0.3,0.03
1291,C0014549,tonic or tonic,none,rolling of eyes,0.6,0.03
1292,C0014549,tonic or tonic,none,sleepy,0.6,0.03
1293,C0014549,tonic or tonic,none,hirsutism,0.3,0.03
1294,C0014549,tonic or tonic,none,moody,0.6,0.03
1295,C0014549,tonic or tonic,none,muscle twitch,0.6,0.03
1296,C0014549,tonic or tonic,none,unresponsiveness,0.6,0.03
1297,C0014549,tonic or tonic,none,headache,0.6,0.03
1298,C0014549,tonic or tonic,none,ambidexterity,0.3,0.03
1299,C0014549,tonic or tonic,none,absences finding,0.3,0.03
1300,C0014549,tonic or tonic,none,spasm,0.6,0.03
1301,C0014549,tonic or tonic,none,decreased body weight,0.6,0.03
1302,C0014549,tonic or tonic,none,tumor cell invasion,0.1,0.03
1303,C1145670,respiratory failure,none,hemiplegia,0.1,0.03
1304,C1145670,respiratory failure,none,snore,0.3,0.03
1305,C1145670,respiratory failure,none,unresponsiveness,0.6,0.03
1306,C1145670,respiratory failure,none,productive cough,0.9,0.03
1307,C1145670,respiratory failure,none,dyspnea,0.9,0.03
1308,C1145670,respiratory failure,none,tachypnea,0.9,0.03
1309,C1145670,respiratory failure,none,hyperkalemia,0.3,0.03
1310,C1145670,respiratory failure,none,hypokinesia,0.3,0.03
1311,C1145670,respiratory failure,none,sinus rhythm,0.6,0.03
1312,C1145670,respiratory failure,none,general unsteadiness,0.6,0.03
1313,C1145670,respiratory failure,none,bruit,0.3,0.03
1314,C1145670,respiratory failure,none,consciousness clear,0.1,0.03
1315,C1145670,respiratory failure,none,shortness of breath,0.9,0.03
1316,C1145670,respiratory failure,none,lesion,0.3,0.03
